date,category,value
01/11/2016,Housing,1700.00
01/11/2016,Food,0.00
01/11/2016,Utilities,300.00
01/11/2016,Health,0.00
01/11/2016,Shopping,0.00
01/11/2016,Leisure,0.00
01/11/2016,Other,0.00
02/11/2016,Shopping,94.71
03/11/2016,Food,48.29
04/11/2016,Food,48.15
04/11/2016,Other,275.34
10/11/2016,Food,47.18
12/11/2016,Food,47.04
20/11/2016,Food,44.78
22/11/2016,Food,44.64
24/11/2016,Health,148.57
29/11/2016,Food,44.06
30/11/2016,Food,43.93
01/12/2016,Housing,1700.00
01/12/2016,Food,0.00
01/12/2016,Utilities,300.00
01/12/2016,Health,0.00
01/12/2016,Shopping,0.00
01/12/2016,Leisure,0.00
01/12/2016,Other,0.00
07/12/2016,Food,47.69
09/12/2016,Health,115.10
11/12/2016,Health,47.10
13/12/2016,Food,47.06
13/12/2016,Utilities,102.08
20/12/2016,Food,47.16
25/12/2016,Food,47.02
26/12/2016,Shopping,0.00
01/01/2017,Housing,1700.00
01/01/2017,Food,0.00
01/01/2017,Utilities,300.00
01/01/2017,Health,0.00
01/01/2017,Shopping,0.00
01/01/2017,Leisure,0.00
01/01/2017,Other,0.00
05/01/2017,Food,51.32
06/01/2017,Food,50.27
12/01/2017,Leisure,833.94
15/01/2017,Leisure,600.00
16/01/2017,Food,45.81
17/01/2017,Shopping,430.04
17/01/2017,Leisure,336.25
24/01/2017,Food,43.97
26/01/2017,Health,55.99
27/01/2017,Food,43.67
27/01/2017,Other,155.77
28/01/2017,Food,43.07
28/01/2017,Leisure,0.00
30/01/2017,Food,42.94
01/02/2017,Housing,1700.00
01/02/2017,Food,0.00
01/02/2017,Utilities,300.00
01/02/2017,Health,0.00
01/02/2017,Shopping,0.00
01/02/2017,Leisure,0.00
01/02/2017,Other,0.00
01/02/2017,Food,47.31
02/02/2017,Food,46.57
03/02/2017,Food,46.43
04/02/2017,Food,46.29
04/02/2017,Leisure,1132.29
05/02/2017,Food,42.75
05/02/2017,Other,245.63
10/02/2017,Food,41.89
13/02/2017,Other,225.23
16/02/2017,Utilities,65.78
17/02/2017,Health,64.34
20/02/2017,Food,40.70
20/02/2017,Other,169.19
21/02/2017,Food,40.07
25/02/2017,Food,39.95
26/02/2017,Food,39.83
28/02/2017,Food,39.71
01/03/2017,Housing,1700.00
01/03/2017,Food,0.00
01/03/2017,Utilities,300.00
01/03/2017,Health,0.00
01/03/2017,Shopping,0.00
01/03/2017,Leisure,0.00
01/03/2017,Other,0.00
01/03/2017,Food,44.09
02/03/2017,Food,43.36
02/03/2017,Leisure,160.21
03/03/2017,Food,42.75
04/03/2017,Shopping,0.00
06/03/2017,Food,42.62
15/03/2017,Food,42.87
16/03/2017,Food,42.75
17/03/2017,Food,42.62
24/03/2017,Other,78.01
28/03/2017,Food,41.28
29/03/2017,Food,41.15
30/03/2017,Food,41.03
01/04/2017,Housing,1700.00
01/04/2017,Food,0.00
01/04/2017,Utilities,300.00
01/04/2017,Health,0.00
01/04/2017,Shopping,0.00
01/04/2017,Leisure,0.00
01/04/2017,Other,0.00
01/04/2017,Food,45.41
01/04/2017,Leisure,408.41
04/04/2017,Food,43.44
04/04/2017,Utilities,25.31
07/04/2017,Food,43.24
10/04/2017,Shopping,0.00
12/04/2017,Leisure,0.00
15/04/2017,Food,43.11
18/04/2017,Food,42.99
20/04/2017,Shopping,0.00
23/04/2017,Food,42.84
23/04/2017,Shopping,146.33
25/04/2017,Other,193.97
01/05/2017,Housing,1700.00
01/05/2017,Food,0.00
01/05/2017,Utilities,300.00
01/05/2017,Health,0.00
01/05/2017,Shopping,0.00
01/05/2017,Leisure,0.00
01/05/2017,Other,0.00
03/05/2017,Food,46.06
04/05/2017,Health,75.22
05/05/2017,Food,45.70
08/05/2017,Utilities,126.28
09/05/2017,Food,45.18
17/05/2017,Health,89.70
18/05/2017,Health,21.20
19/05/2017,Food,44.15
20/05/2017,Health,62.98
23/05/2017,Food,43.83
23/05/2017,Leisure,169.46
27/05/2017,Food,43.19
27/05/2017,Utilities,101.09
28/05/2017,Food,42.75
01/06/2017,Housing,1700.00
01/06/2017,Food,0.00
01/06/2017,Utilities,300.00
01/06/2017,Health,0.00
01/06/2017,Shopping,0.00
01/06/2017,Leisure,0.00
01/06/2017,Other,0.00
02/06/2017,Food,46.53
03/06/2017,Food,46.39
03/06/2017,Utilities,74.70
11/06/2017,Food,46.02
13/06/2017,Food,45.89
14/06/2017,Other,173.13
19/06/2017,Food,45.23
23/06/2017,Leisure,116.63
27/06/2017,Food,44.74
29/06/2017,Food,44.63
01/07/2017,Housing,1700.00
01/07/2017,Food,0.00
01/07/2017,Utilities,300.00
01/07/2017,Health,0.00
01/07/2017,Shopping,0.00
01/07/2017,Leisure,0.00
01/07/2017,Other,0.00
02/07/2017,Utilities,67.96
02/07/2017,Leisure,0.00
03/07/2017,Food,48.19
03/07/2017,Leisure,706.59
05/07/2017,Food,45.93
06/07/2017,Shopping,424.07
09/07/2017,Food,44.52
10/07/2017,Food,44.38
11/07/2017,Food,44.25
11/07/2017,Health,143.48
13/07/2017,Leisure,0.00
15/07/2017,Food,43.69
15/07/2017,Leisure,0.00
16/07/2017,Food,43.56
17/07/2017,Food,43.43
18/07/2017,Food,43.30
23/07/2017,Food,43.17
24/07/2017,Food,43.04
24/07/2017,Shopping,566.44
30/07/2017,Health,46.52
01/08/2017,Housing,1700.00
01/08/2017,Food,0.00
01/08/2017,Utilities,300.00
01/08/2017,Health,0.00
01/08/2017,Shopping,0.00
01/08/2017,Leisure,0.00
01/08/2017,Other,0.00
05/08/2017,Food,44.72
08/08/2017,Food,44.58
09/08/2017,Food,44.45
10/08/2017,Food,44.32
11/08/2017,Food,44.19
13/08/2017,Food,44.05
18/08/2017,Food,43.12
28/08/2017,Other,149.23
29/08/2017,Shopping,217.10
31/08/2017,Food,43.10
01/09/2017,Housing,1700.00
01/09/2017,Food,0.00
01/09/2017,Utilities,300.00
01/09/2017,Health,0.00
01/09/2017,Shopping,0.00
01/09/2017,Leisure,0.00
01/09/2017,Other,0.00
04/09/2017,Other,19.12
07/09/2017,Food,47.40
10/09/2017,Food,47.26
10/09/2017,Shopping,0.00
11/09/2017,Shopping,203.33
12/09/2017,Food,46.51
15/09/2017,Food,46.37
15/09/2017,Leisure,258.65
17/09/2017,Food,45.45
17/09/2017,Utilities,65.14
20/09/2017,Food,45.12
21/09/2017,Food,44.99
27/09/2017,Food,44.85
29/09/2017,Food,44.72
30/09/2017,Food,44.58
01/10/2017,Housing,1700.00
01/10/2017,Food,0.00
01/10/2017,Utilities,300.00
01/10/2017,Health,0.00
01/10/2017,Shopping,0.00
01/10/2017,Leisure,0.00
01/10/2017,Other,0.00
01/10/2017,Food,48.95
02/10/2017,Shopping,0.00
02/10/2017,Leisure,0.00
02/10/2017,Other,197.46
07/10/2017,Other,0.00
10/10/2017,Food,48.21
10/10/2017,Shopping,283.79
12/10/2017,Food,47.21
12/10/2017,Other,152.02
15/10/2017,Food,46.62
16/10/2017,Food,46.48
19/10/2017,Food,46.34
19/10/2017,Shopping,0.00
21/10/2017,Food,46.20
22/10/2017,Food,46.06
23/10/2017,Other,0.00
27/10/2017,Food,47.30
29/10/2017,Utilities,83.54
30/10/2017,Food,46.90
31/10/2017,Food,46.75
01/11/2017,Housing,1700.00
01/11/2017,Food,0.00
01/11/2017,Utilities,300.00
01/11/2017,Health,0.00
01/11/2017,Shopping,0.00
01/11/2017,Leisure,0.00
01/11/2017,Other,0.00
03/11/2017,Food,51.13
04/11/2017,Food,50.97
08/11/2017,Food,50.82
08/11/2017,Leisure,1018.79
11/11/2017,Food,47.61
15/11/2017,Shopping,0.00
22/11/2017,Food,46.78
24/11/2017,Food,46.64
25/11/2017,Food,46.50
26/11/2017,Other,212.97
27/11/2017,Food,45.72
27/11/2017,Utilities,65.10
01/12/2017,Housing,1700.00
01/12/2017,Food,0.00
01/12/2017,Utilities,300.00
01/12/2017,Health,0.00
01/12/2017,Shopping,0.00
01/12/2017,Leisure,0.00
01/12/2017,Other,0.00
01/12/2017,Health,89.31
04/12/2017,Utilities,106.35
05/12/2017,Other,6.44
06/12/2017,Shopping,0.00
08/12/2017,Food,49.27
08/12/2017,Health,162.98
09/12/2017,Food,48.63
12/12/2017,Health,122.80
16/12/2017,Food,48.64
17/12/2017,Food,48.50
18/12/2017,Food,48.35
19/12/2017,Food,48.21
25/12/2017,Food,48.06
25/12/2017,Utilities,71.76
29/12/2017,Food,47.70
30/12/2017,Food,47.56
01/01/2018,Housing,1700.00
01/01/2018,Food,0.00
01/01/2018,Utilities,300.00
01/01/2018,Health,0.00
01/01/2018,Shopping,0.00
01/01/2018,Leisure,0.00
01/01/2018,Other,0.00
01/01/2018,Leisure,542.97
09/01/2018,Food,50.29
10/01/2018,Health,62.04
12/01/2018,Food,49.10
14/01/2018,Utilities,129.74
15/01/2018,Food,48.56
17/01/2018,Food,48.41
23/01/2018,Food,48.27
23/01/2018,Other,61.48
24/01/2018,Food,47.94
26/01/2018,Food,47.79
27/01/2018,Food,47.65
30/01/2018,Food,47.51
01/02/2018,Housing,1700.00
01/02/2018,Food,0.00
01/02/2018,Utilities,300.00
01/02/2018,Health,0.00
01/02/2018,Shopping,0.00
01/02/2018,Leisure,0.00
01/02/2018,Other,0.00
09/02/2018,Food,51.87
09/02/2018,Shopping,201.94
12/02/2018,Food,51.10
13/02/2018,Food,50.95
17/02/2018,Food,50.80
20/02/2018,Food,50.65
21/02/2018,Food,50.49
22/02/2018,Shopping,10.62
25/02/2018,Food,50.31
26/02/2018,Food,50.16
27/02/2018,Food,50.01
28/02/2018,Food,49.86
01/03/2018,Housing,1700.00
01/03/2018,Food,0.00
01/03/2018,Utilities,300.00
01/03/2018,Health,0.00
01/03/2018,Shopping,0.00
01/03/2018,Leisure,0.00
01/03/2018,Other,0.00
03/03/2018,Shopping,716.48
05/03/2018,Food,52.06
05/03/2018,Health,123.10
07/03/2018,Shopping,42.52
07/03/2018,Other,353.63
09/03/2018,Utilities,66.47
10/03/2018,Food,50.15
12/03/2018,Leisure,484.15
13/03/2018,Food,48.54
14/03/2018,Food,48.40
15/03/2018,Other,132.44
19/03/2018,Food,47.86
20/03/2018,Food,47.71
21/03/2018,Food,47.57
23/03/2018,Food,47.43
23/03/2018,Health,190.94
24/03/2018,Food,46.71
01/04/2018,Housing,1700.00
01/04/2018,Food,0.00
01/04/2018,Utilities,300.00
01/04/2018,Health,0.00
01/04/2018,Shopping,0.00
01/04/2018,Leisure,0.00
01/04/2018,Other,0.00
01/04/2018,Food,51.49
01/04/2018,Other,189.05
03/04/2018,Food,50.76
04/04/2018,Food,50.61
06/04/2018,Leisure,0.00
07/04/2018,Health,143.00
09/04/2018,Food,50.03
09/04/2018,Health,144.21
11/04/2018,Food,50.17
12/04/2018,Food,50.02
16/04/2018,Health,43.18
24/04/2018,Food,49.75
26/04/2018,Health,132.79
01/05/2018,Housing,1700.00
01/05/2018,Food,0.00
01/05/2018,Utilities,300.00
01/05/2018,Health,0.00
01/05/2018,Shopping,0.00
01/05/2018,Leisure,0.00
01/05/2018,Other,0.00
02/05/2018,Food,53.70
03/05/2018,Food,53.54
05/05/2018,Food,53.38
06/05/2018,Shopping,343.21
07/05/2018,Food,52.19
09/05/2018,Food,52.03
10/05/2018,Food,51.89
11/05/2018,Food,51.74
13/05/2018,Leisure,21.80
14/05/2018,Food,51.52
15/05/2018,Food,51.36
17/05/2018,Health,114.89
18/05/2018,Food,50.85
19/05/2018,Food,50.69
20/05/2018,Food,50.54
23/05/2018,Food,50.39
24/05/2018,Food,49.59
24/05/2018,Shopping,840.11
28/05/2018,Food,46.92
30/05/2018,Food,46.78
30/05/2018,Leisure,747.05
31/05/2018,Food,44.40
31/05/2018,Shopping,597.30
01/06/2018,Housing,1700.00
01/06/2018,Food,0.00
01/06/2018,Utilities,300.00
01/06/2018,Health,0.00
01/06/2018,Shopping,0.00
01/06/2018,Leisure,0.00
01/06/2018,Other,0.00
03/06/2018,Food,46.33
04/06/2018,Food,46.19
04/06/2018,Utilities,111.53
07/06/2018,Shopping,35.44
09/06/2018,Food,46.64
13/06/2018,Food,46.50
16/06/2018,Food,46.36
16/06/2018,Utilities,38.41
21/06/2018,Food,45.65
22/06/2018,Food,45.52
24/06/2018,Utilities,76.04
27/06/2018,Food,45.15
29/06/2018,Food,45.02
30/06/2018,Food,44.88
01/07/2018,Housing,1700.00
01/07/2018,Food,0.00
01/07/2018,Utilities,300.00
01/07/2018,Health,0.00
01/07/2018,Shopping,0.00
01/07/2018,Leisure,0.00
01/07/2018,Other,0.00
03/07/2018,Shopping,714.24
04/07/2018,Food,47.11
09/07/2018,Food,47.78
14/07/2018,Food,47.64
18/07/2018,Food,47.49
20/07/2018,Food,47.36
20/07/2018,Utilities,146.55
21/07/2018,Food,46.78
28/07/2018,Food,46.68
29/07/2018,Food,46.54
01/08/2018,Housing,1700.00
01/08/2018,Food,0.00
01/08/2018,Utilities,300.00
01/08/2018,Health,0.00
01/08/2018,Shopping,0.00
01/08/2018,Leisure,0.00
01/08/2018,Other,0.00
05/08/2018,Food,50.90
06/08/2018,Shopping,38.08
07/08/2018,Food,50.63
09/08/2018,Food,50.48
12/08/2018,Food,50.33
20/08/2018,Food,50.18
21/08/2018,Food,50.03
23/08/2018,Shopping,1215.98
26/08/2018,Food,46.23
26/08/2018,Leisure,393.88
28/08/2018,Food,44.91
28/08/2018,Other,53.11
30/08/2018,Food,43.91
01/09/2018,Housing,1700.00
01/09/2018,Food,0.00
01/09/2018,Utilities,300.00
01/09/2018,Health,0.00
01/09/2018,Shopping,0.00
01/09/2018,Leisure,0.00
01/09/2018,Other,0.00
02/09/2018,Food,48.28
03/09/2018,Food,48.14
05/09/2018,Leisure,1063.91
06/09/2018,Leisure,0.00
09/09/2018,Food,45.21
10/09/2018,Food,45.07
11/09/2018,Health,59.23
21/09/2018,Food,45.29
24/09/2018,Food,45.15
25/09/2018,Food,45.01
28/09/2018,Food,44.88
01/10/2018,Housing,1700.00
01/10/2018,Food,0.00
01/10/2018,Utilities,300.00
01/10/2018,Health,0.00
01/10/2018,Shopping,0.00
01/10/2018,Leisure,0.00
01/10/2018,Other,0.00
02/10/2018,Shopping,177.67
05/10/2018,Food,48.73
05/10/2018,Utilities,106.95
05/10/2018,Health,112.75
09/10/2018,Food,47.92
12/10/2018,Health,194.73
15/10/2018,Food,47.35
18/10/2018,Food,46.60
18/10/2018,Shopping,564.57
20/10/2018,Food,44.76
25/10/2018,Food,44.61
01/11/2018,Housing,1700.00
01/11/2018,Food,0.00
01/11/2018,Utilities,300.00
01/11/2018,Health,0.00
01/11/2018,Shopping,0.00
01/11/2018,Leisure,0.00
01/11/2018,Other,0.00
03/11/2018,Food,48.96
06/11/2018,Food,48.82
07/11/2018,Other,153.07
10/11/2018,Leisure,616.33
11/11/2018,Food,46.36
12/11/2018,Utilities,69.99
17/11/2018,Food,46.01
18/11/2018,Housing,170.71
18/11/2018,Food,45.88
20/11/2018,Food,46.03
21/11/2018,Food,45.89
27/11/2018,Shopping,720.07
28/11/2018,Food,43.60
30/11/2018,Food,43.47
01/12/2018,Housing,1700.00
01/12/2018,Food,0.00
01/12/2018,Utilities,300.00
01/12/2018,Health,0.00
01/12/2018,Shopping,0.00
01/12/2018,Leisure,0.00
01/12/2018,Other,0.00
02/12/2018,Food,47.19
03/12/2018,Food,47.08
05/12/2018,Food,46.23
05/12/2018,Health,110.98
09/12/2018,Food,45.76
10/12/2018,Food,45.62
11/12/2018,Health,57.81
11/12/2018,Leisure,460.93
13/12/2018,Food,43.93
18/12/2018,Food,43.80
20/12/2018,Food,43.19
23/12/2018,Food,43.06
30/12/2018,Food,42.93
31/12/2018,Food,42.80
01/01/2019,Housing,1700.00
01/01/2019,Food,0.00
01/01/2019,Utilities,300.00
01/01/2019,Health,0.00
01/01/2019,Shopping,0.00
01/01/2019,Leisure,0.00
01/01/2019,Other,0.00
01/01/2019,Food,47.17
03/01/2019,Food,45.77
06/01/2019,Food,46.18
09/01/2019,Food,45.45
10/01/2019,Shopping,0.00
10/01/2019,Other,120.72
12/01/2019,Leisure,913.46
14/01/2019,Food,42.21
27/01/2019,Food,41.47
27/01/2019,Other,196.10
30/01/2019,Leisure,38.99
01/02/2019,Housing,1700.00
01/02/2019,Food,0.00
01/02/2019,Utilities,300.00
01/02/2019,Health,0.00
01/02/2019,Shopping,0.00
01/02/2019,Leisure,0.00
01/02/2019,Other,0.00
03/02/2019,Food,44.91
04/02/2019,Food,44.78
04/02/2019,Other,198.76
05/02/2019,Shopping,0.00
06/02/2019,Food,44.04
07/02/2019,Other,116.36
11/02/2019,Food,44.15
12/02/2019,Other,0.00
13/02/2019,Leisure,179.31
16/02/2019,Food,43.48
19/02/2019,Shopping,405.85
20/02/2019,Food,43.42
22/02/2019,Food,43.29
23/02/2019,Other,178.86
01/03/2019,Housing,1700.00
01/03/2019,Food,0.00
01/03/2019,Utilities,300.00
01/03/2019,Health,0.00
01/03/2019,Shopping,0.00
01/03/2019,Leisure,0.00
01/03/2019,Other,0.00
02/03/2019,Food,46.52
04/03/2019,Food,46.39
04/03/2019,Other,43.64
05/03/2019,Food,46.12
05/03/2019,Utilities,146.70
06/03/2019,Food,45.54
07/03/2019,Food,45.40
07/03/2019,Shopping,400.97
13/03/2019,Leisure,0.00
14/03/2019,Food,44.04
14/03/2019,Utilities,68.28
20/03/2019,Other,0.00
27/03/2019,Food,43.70
27/03/2019,Health,89.34
30/03/2019,Other,0.00
01/04/2019,Housing,1700.00
01/04/2019,Food,0.00
01/04/2019,Utilities,300.00
01/04/2019,Health,0.00
01/04/2019,Shopping,0.00
01/04/2019,Leisure,0.00
01/04/2019,Other,0.00
03/04/2019,Leisure,217.78
08/04/2019,Utilities,103.83
09/04/2019,Leisure,623.92
10/04/2019,Food,47.58
10/04/2019,Shopping,627.31
13/04/2019,Food,45.55
13/04/2019,Health,124.00
18/04/2019,Health,41.86
19/04/2019,Food,44.95
19/04/2019,Health,19.36
26/04/2019,Food,43.71
01/05/2019,Housing,1700.00
01/05/2019,Food,0.00
01/05/2019,Utilities,300.00
01/05/2019,Health,0.00
01/05/2019,Shopping,0.00
01/05/2019,Leisure,0.00
01/05/2019,Other,0.00
01/05/2019,Food,48.06
04/05/2019,Health,86.96
09/05/2019,Food,47.66
10/05/2019,Food,47.51
10/05/2019,Leisure,156.95
11/05/2019,Food,46.90
17/05/2019,Leisure,214.73
18/05/2019,Food,46.12
20/05/2019,Food,45.98
21/05/2019,Other,346.14
25/05/2019,Food,44.80
25/05/2019,Utilities,96.79
26/05/2019,Food,44.38
28/05/2019,Shopping,0.00
30/05/2019,Food,45.22
31/05/2019,Food,45.08
01/06/2019,Housing,1700.00
01/06/2019,Food,0.00
01/06/2019,Utilities,300.00
01/06/2019,Health,0.00
01/06/2019,Shopping,0.00
01/06/2019,Leisure,0.00
01/06/2019,Other,0.00
01/06/2019,Food,49.44
03/06/2019,Food,49.30
04/06/2019,Utilities,102.35
05/06/2019,Health,113.95
07/06/2019,Food,48.50
12/06/2019,Food,48.35
16/06/2019,Food,47.51
16/06/2019,Health,128.28
18/06/2019,Food,46.99
19/06/2019,Food,46.85
19/06/2019,Health,131.22
20/06/2019,Shopping,370.23
25/06/2019,Food,42.92
28/06/2019,Food,42.94
28/06/2019,Health,39.28
28/06/2019,Shopping,139.27
28/06/2019,Leisure,0.00
29/06/2019,Food,42.28
29/06/2019,Other,215.34
01/07/2019,Housing,1700.00
01/07/2019,Food,0.00
01/07/2019,Utilities,300.00
01/07/2019,Health,0.00
01/07/2019,Shopping,0.00
01/07/2019,Leisure,0.00
01/07/2019,Other,0.00
05/07/2019,Leisure,99.83
07/07/2019,Food,45.70
09/07/2019,Food,45.57
13/07/2019,Food,44.63
13/07/2019,Utilities,74.72
16/07/2019,Food,44.27
18/07/2019,Food,44.13
18/07/2019,Shopping,322.64
19/07/2019,Food,43.03
20/07/2019,Food,42.91
20/07/2019,Leisure,0.00
22/07/2019,Leisure,0.00
24/07/2019,Food,41.98
25/07/2019,Food,41.86
31/07/2019,Food,41.73
31/07/2019,Other,52.33
01/08/2019,Housing,1700.00
01/08/2019,Food,0.00
01/08/2019,Utilities,300.00
01/08/2019,Health,0.00
01/08/2019,Shopping,0.00
01/08/2019,Leisure,0.00
01/08/2019,Other,0.00
06/08/2019,Food,45.95
07/08/2019,Other,283.08
09/08/2019,Food,44.96
10/08/2019,Food,44.83
13/08/2019,Food,44.19
15/08/2019,Food,44.05
15/08/2019,Other,0.00
18/08/2019,Food,43.92
20/08/2019,Shopping,96.12
24/08/2019,Health,73.45
26/08/2019,Leisure,259.23
29/08/2019,Food,42.52
29/08/2019,Health,40.52
31/08/2019,Food,42.29
01/09/2019,Housing,1700.00
01/09/2019,Food,0.00
01/09/2019,Utilities,300.00
01/09/2019,Health,0.00
01/09/2019,Shopping,0.00
01/09/2019,Leisure,0.00
01/09/2019,Other,0.00
01/09/2019,Food,46.66
01/09/2019,Shopping,963.54
02/09/2019,Food,43.63
12/09/2019,Food,42.75
16/09/2019,Housing,114.81
17/09/2019,Shopping,0.00
19/09/2019,Leisure,0.00
21/09/2019,Food,42.28
25/09/2019,Food,41.70
26/09/2019,Shopping,80.51
28/09/2019,Food,41.34
29/09/2019,Health,173.24
01/10/2019,Housing,1700.00
01/10/2019,Food,0.00
01/10/2019,Utilities,300.00
01/10/2019,Health,0.00
01/10/2019,Shopping,0.00
01/10/2019,Leisure,0.00
01/10/2019,Other,0.00
02/10/2019,Food,45.19
02/10/2019,Leisure,657.49
03/10/2019,Leisure,0.00
05/10/2019,Food,43.08
05/10/2019,Health,64.28
08/10/2019,Shopping,0.00
09/10/2019,Health,56.61
10/10/2019,Food,43.41
10/10/2019,Shopping,0.00
11/10/2019,Food,43.28
14/10/2019,Food,43.15
17/10/2019,Food,43.02
19/10/2019,Food,42.90
22/10/2019,Food,42.77
23/10/2019,Food,42.62
24/10/2019,Food,42.49
24/10/2019,Health,39.36
25/10/2019,Food,42.25
27/10/2019,Food,42.12
31/10/2019,Health,149.50
31/10/2019,Other,96.53
01/11/2019,Housing,1700.00
01/11/2019,Food,0.00
01/11/2019,Utilities,300.00
01/11/2019,Health,0.00
01/11/2019,Shopping,0.00
01/11/2019,Leisure,0.00
01/11/2019,Other,0.00
03/11/2019,Food,45.76
07/11/2019,Food,44.96
08/11/2019,Food,44.83
10/11/2019,Housing,134.61
10/11/2019,Food,44.69
11/11/2019,Food,44.15
16/11/2019,Health,49.47
20/11/2019,Food,43.87
21/11/2019,Food,43.74
24/11/2019,Leisure,1116.61
25/11/2019,Food,40.26
26/11/2019,Food,40.14
28/11/2019,Shopping,0.00
29/11/2019,Food,40.02
01/12/2019,Housing,1700.00
01/12/2019,Food,0.00
01/12/2019,Utilities,300.00
01/12/2019,Health,0.00
01/12/2019,Shopping,0.00
01/12/2019,Leisure,0.00
01/12/2019,Other,0.00
01/12/2019,Health,102.16
04/12/2019,Food,44.06
05/12/2019,Shopping,240.39
05/12/2019,Leisure,0.00
07/12/2019,Food,43.21
07/12/2019,Shopping,0.00
07/12/2019,Other,190.24
10/12/2019,Food,42.51
14/12/2019,Food,42.71
15/12/2019,Health,116.36
17/12/2019,Other,117.97
19/12/2019,Food,41.88
22/12/2019,Other,207.05
23/12/2019,Food,41.14
24/12/2019,Food,41.03
25/12/2019,Food,40.90
26/12/2019,Other,23.77
27/12/2019,Food,40.71
28/12/2019,Food,40.59
29/12/2019,Shopping,0.00
31/12/2019,Food,40.45
01/01/2020,Housing,1700.00
01/01/2020,Food,0.00
01/01/2020,Utilities,300.00
01/01/2020,Health,0.00
01/01/2020,Shopping,0.00
01/01/2020,Leisure,0.00
01/01/2020,Other,0.00
01/01/2020,Food,44.83
04/01/2020,Health,111.12
09/01/2020,Shopping,0.00
16/01/2020,Leisure,660.26
20/01/2020,Food,42.79
23/01/2020,Food,42.66
26/01/2020,Shopping,82.38
27/01/2020,Housing,185.71
27/01/2020,Food,42.29
28/01/2020,Food,41.60
30/01/2020,Food,41.48
01/02/2020,Housing,1700.00
01/02/2020,Food,0.00
01/02/2020,Utilities,300.00
01/02/2020,Health,0.00
01/02/2020,Shopping,0.00
01/02/2020,Leisure,0.00
01/02/2020,Other,0.00
01/02/2020,Food,45.85
06/02/2020,Shopping,0.00
08/02/2020,Housing,123.65
12/02/2020,Shopping,0.00
14/02/2020,Food,45.35
17/02/2020,Food,45.21
23/02/2020,Utilities,84.28
23/02/2020,Leisure,0.00
25/02/2020,Food,44.04
27/02/2020,Utilities,98.38
27/02/2020,Shopping,205.72
28/02/2020,Food,43.00
01/03/2020,Housing,1700.00
01/03/2020,Food,0.00
01/03/2020,Utilities,300.00
01/03/2020,Health,0.00
01/03/2020,Shopping,0.00
01/03/2020,Leisure,0.00
01/03/2020,Other,0.00
01/03/2020,Food,47.37
03/03/2020,Food,47.23
03/03/2020,Other,32.05
04/03/2020,Food,46.99
09/03/2020,Food,46.11
12/03/2020,Food,45.97
12/03/2020,Health,67.26
14/03/2020,Other,279.52
16/03/2020,Food,44.79
20/03/2020,Food,44.66
24/03/2020,Food,44.53
24/03/2020,Leisure,0.00
25/03/2020,Health,99.95
26/03/2020,Leisure,0.00
01/04/2020,Housing,1700.00
01/04/2020,Food,0.00
01/04/2020,Utilities,300.00
01/04/2020,Health,0.00
01/04/2020,Shopping,0.00
01/04/2020,Leisure,0.00
01/04/2020,Other,0.00
01/04/2020,Shopping,0.00
04/04/2020,Food,48.59
05/04/2020,Food,48.45
05/04/2020,Shopping,0.00
12/04/2020,Food,49.01
14/04/2020,Food,48.87
16/04/2020,Food,48.72
22/04/2020,Food,48.57
25/04/2020,Food,48.42
26/04/2020,Food,48.27
27/04/2020,Food,48.13
29/04/2020,Food,47.24
29/04/2020,Utilities,44.75
01/05/2020,Housing,1700.00
01/05/2020,Food,0.00
01/05/2020,Utilities,300.00
01/05/2020,Health,0.00
01/05/2020,Shopping,0.00
01/05/2020,Leisure,0.00
01/05/2020,Other,0.00
02/05/2020,Food,51.46
02/05/2020,Health,68.97
03/05/2020,Food,51.10
04/05/2020,Food,50.95
04/05/2020,Health,65.45
13/05/2020,Food,49.64
14/05/2020,Food,49.49
15/05/2020,Food,49.35
16/05/2020,Food,49.20
17/05/2020,Food,49.05
18/05/2020,Food,48.90
20/05/2020,Food,49.45
20/05/2020,Health,7.82
21/05/2020,Food,49.28
26/05/2020,Other,59.52
27/05/2020,Food,48.05
01/06/2020,Housing,1700.00
01/06/2020,Food,0.00
01/06/2020,Utilities,300.00
01/06/2020,Health,0.00
01/06/2020,Shopping,0.00
01/06/2020,Leisure,0.00
01/06/2020,Other,0.00
03/06/2020,Food,52.40
03/06/2020,Leisure,125.02
10/06/2020,Leisure,0.00
11/06/2020,Food,52.06
13/06/2020,Health,106.10
14/06/2020,Shopping,0.00
15/06/2020,Food,51.58
16/06/2020,Food,51.43
16/06/2020,Utilities,96.20
18/06/2020,Food,50.03
20/06/2020,Food,49.88
21/06/2020,Food,49.73
23/06/2020,Food,49.58
24/06/2020,Utilities,94.19
25/06/2020,Shopping,0.00
26/06/2020,Health,42.49
28/06/2020,Food,49.02
29/06/2020,Food,48.88
30/06/2020,Food,48.15
01/07/2020,Housing,1700.00
01/07/2020,Food,0.00
01/07/2020,Utilities,300.00
01/07/2020,Health,0.00
01/07/2020,Shopping,0.00
01/07/2020,Leisure,0.00
01/07/2020,Other,0.00
01/07/2020,Food,52.51
03/07/2020,Food,52.33
05/07/2020,Food,52.17
12/07/2020,Food,52.02
18/07/2020,Food,51.87
18/07/2020,Utilities,84.52
01/08/2020,Housing,1700.00
01/08/2020,Food,0.00
01/08/2020,Utilities,300.00
01/08/2020,Health,0.00
