id,date,type,category,quantity,value,reference
569,06/11/2014,Expenses,Food,1,41.96,
570,08/11/2014,Expenses,Food,1,41.83,
571,09/11/2014,Expenses,Food,1,41.70,
572,10/11/2014,Expenses,Food,1,41.56,
573,15/11/2014,Expenses,Food,1,41.44,
574,16/11/2014,Expenses,Leisure,1,352.88,
575,17/11/2014,Expenses,Food,1,40.26,
576,18/11/2014,Expenses,Shopping,1,0.00,
577,19/11/2014,Expenses,Food,1,40.14,
578,19/11/2014,Expenses,Health,1,49.75,
579,20/11/2014,Expenses,Food,1,39.85,
580,21/11/2014,Expenses,Leisure,1,499.30,
581,27/11/2014,Expenses,Food,1,38.23,
582,28/11/2014,Expenses,Food,1,38.11,
583,29/11/2014,Expenses,Food,1,38.00,
584,30/11/2014,Expenses,Food,1,37.89,
585,01/12/2014,Income,,1,3500.00,
586,01/12/2014,Income,,1,0.00,
587,01/12/2014,Expenses,Housing,1,1700.00,
588,01/12/2014,Expenses,Food,1,0.00,
589,01/12/2014,Expenses,Utilities,1,300.00,
590,01/12/2014,Expenses,Health,1,0.00,
591,01/12/2014,Expenses,Shopping,1,0.00,
592,01/12/2014,Expenses,Leisure,1,0.00,
593,01/12/2014,Expenses,Other,1,0.00,
594,01/12/2014,Debt selling,,0.01,20000.00,d0
595,01/12/2014,Asset expenses,,1,128.00,d0
596,06/12/2014,Expenses,Leisure,1,279.24,
597,07/12/2014,Savings selling,,0,708.32,a2
598,08/12/2014,Expenses,Food,1,40.45,
599,10/12/2014,Expenses,Shopping,1,702.44,
600,11/12/2014,Expenses,Food,1,38.22,
601,16/12/2014,Expenses,Food,1,38.13,
602,22/12/2014,Debt selling,,0.01,20000.00,d0
603,23/12/2014,Expenses,Shopping,1,425.42,
604,24/12/2014,Expenses,Food,1,36.14,
605,25/12/2014,Expenses,Food,1,36.03,
606,27/12/2014,Expenses,Utilities,1,91.97,
607,28/12/2014,Expenses,Health,1,77.21,
608,30/12/2014,Expenses,Other,1,121.23,
609,01/01/2015,Income,,1,3500.00,
610,01/01/2015,Income,,1,0.00,
611,01/01/2015,Expenses,Housing,1,1700.00,
612,01/01/2015,Expenses,Food,1,0.00,
613,01/01/2015,Expenses,Utilities,1,300.00,
614,01/01/2015,Expenses,Health,1,0.00,
615,01/01/2015,Expenses,Shopping,1,0.00,
616,01/01/2015,Expenses,Leisure,1,0.00,
617,01/01/2015,Expenses,Other,1,0.00,
618,01/01/2015,Expenses,Shopping,1,21.78,
619,01/01/2015,Debt selling,,0.01,20000.00,d0
620,01/01/2015,Asset expenses,,1,124.00,d0
621,05/01/2015,Expenses,Food,1,38.50,
622,08/01/2015,Expenses,Food,1,38.38,
623,11/01/2015,Expenses,Food,1,38.27,
624,12/01/2015,Expenses,Food,1,38.15,
625,19/01/2015,Expenses,Health,1,57.97,
626,29/01/2015,Income,,1,86.16,
627,30/01/2015,Expenses,Food,1,38.11,
628,01/02/2015,Income,,1,3500.00,
629,01/02/2015,Income,,1,0.00,
630,01/02/2015,Expenses,Housing,1,1700.00,
631,01/02/2015,Expenses,Food,1,0.00,
632,01/02/2015,Expenses,Utilities,1,300.00,
633,01/02/2015,Expenses,Health,1,0.00,
634,01/02/2015,Expenses,Shopping,1,0.00,
635,01/02/2015,Expenses,Leisure,1,0.00,
636,01/02/2015,Expenses,Other,1,0.00,
637,01/02/2015,Expenses,Food,1,42.50,
638,01/02/2015,Debt selling,,0.01,20000.00,d0
639,01/02/2015,Asset expenses,,1,122.00,d0
640,02/02/2015,Expenses,Food,1,41.40,
641,04/02/2015,Expenses,Food,1,41.28,
642,06/02/2015,Expenses,Food,1,41.16,
643,08/02/2015,Expenses,Food,1,41.03,
644,09/02/2015,Expenses,Food,1,40.91,
645,10/02/2015,Expenses,Food,1,40.79,
646,13/02/2015,Expenses,Health,1,88.64,
647,19/02/2015,Expenses,Leisure,1,624.69,
648,21/02/2015,Expenses,Food,1,38.53,
649,21/02/2015,Expenses,Other,1,0.00,
650,23/02/2015,Expenses,Food,1,38.42,
651,24/02/2015,Expenses,Other,1,207.80,
652,26/02/2015,Expenses,Food,1,37.68,
653,28/02/2015,Expenses,Other,1,165.44,
654,01/03/2015,Income,,1,3500.00,
655,01/03/2015,Income,,1,0.00,
656,01/03/2015,Expenses,Housing,1,1700.00,
657,01/03/2015,Expenses,Food,1,0.00,
658,01/03/2015,Expenses,Utilities,1,300.00,
659,01/03/2015,Expenses,Health,1,0.00,
660,01/03/2015,Expenses,Shopping,1,0.00,
661,01/03/2015,Expenses,Leisure,1,0.00,
662,01/03/2015,Expenses,Other,1,0.00,
663,01/03/2015,Debt selling,,0.01,20000.00,d0
664,01/03/2015,Asset expenses,,1,120.00,d0
665,06/03/2015,Expenses,Health,1,151.55,
666,10/03/2015,Expenses,Other,1,203.79,
667,12/03/2015,Expenses,Food,1,39.55,
668,13/03/2015,Expenses,Food,1,39.43,
669,13/03/2015,Expenses,Other,1,0.00,
670,15/03/2015,Expenses,Health,1,86.03,
671,19/03/2015,Expenses,Food,1,39.06,
672,21/03/2015,Expenses,Leisure,1,515.93,
673,24/03/2015,Expenses,Food,1,37.39,
674,25/03/2015,Expenses,Food,1,37.28,
675,26/03/2015,Expenses,Food,1,37.17,
676,26/03/2015,Expenses,Shopping,1,707.38,
677,30/03/2015,Expenses,Other,1,122.39,
678,01/04/2015,Income,,1,3500.00,
679,01/04/2015,Income,,1,0.00,
680,01/04/2015,Expenses,Housing,1,1700.00,
681,01/04/2015,Expenses,Food,1,0.00,
682,01/04/2015,Expenses,Utilities,1,300.00,
683,01/04/2015,Expenses,Health,1,0.00,
684,01/04/2015,Expenses,Shopping,1,0.00,
685,01/04/2015,Expenses,Leisure,1,0.00,
686,01/04/2015,Expenses,Other,1,0.00,
687,01/04/2015,Expenses,Shopping,1,341.24,
688,01/04/2015,Debt selling,,0.01,20000.00,d0
689,01/04/2015,Asset expenses,,1,118.00,d0
690,04/04/2015,Income,,1,107.82,
691,08/04/2015,Expenses,Food,1,37.41,
692,10/04/2015,Expenses,Food,1,37.30,
693,14/04/2015,Expenses,Food,1,37.16,
694,16/04/2015,Expenses,Other,1,211.23,
695,16/04/2015,Debt selling,,0.01,20000.00,d0
696,17/04/2015,Expenses,Food,1,35.82,
697,18/04/2015,Expenses,Food,1,35.71,
698,18/04/2015,Expenses,Shopping,1,0.00,
699,27/04/2015,Expenses,Food,1,35.61,
700,29/04/2015,Expenses,Food,1,35.51,
701,30/04/2015,Expenses,Other,1,138.91,
702,01/05/2015,Income,,1,3500.00,
703,01/05/2015,Income,,1,0.00,
704,01/05/2015,Expenses,Housing,1,1700.00,
705,01/05/2015,Expenses,Food,1,0.00,
706,01/05/2015,Expenses,Utilities,1,300.00,
707,01/05/2015,Expenses,Health,1,0.00,
708,01/05/2015,Expenses,Shopping,1,0.00,
709,01/05/2015,Expenses,Leisure,1,0.00,
710,01/05/2015,Expenses,Other,1,0.00,
711,01/05/2015,Expenses,Food,1,39.48,
712,01/05/2015,Debt selling,,0.01,20000.00,d0
713,01/05/2015,Asset expenses,,1,114.00,d0
714,02/05/2015,Expenses,Food,1,38.42,
715,05/05/2015,Expenses,Other,1,0.00,
716,06/05/2015,Expenses,Food,1,38.33,
717,09/05/2015,Expenses,Food,1,38.21,
718,10/05/2015,Income,,1,390.07,
719,10/05/2015,Expenses,Food,1,39.27,
720,13/05/2015,Expenses,Health,1,86.82,
721,15/05/2015,Expenses,Food,1,38.89,
722,18/05/2015,Expenses,Food,1,38.77,
723,21/05/2015,Expenses,Leisure,1,0.00,
724,27/05/2015,Expenses,Food,1,38.66,
725,28/05/2015,Expenses,Food,1,38.54,
726,28/05/2015,Expenses,Shopping,1,0.00,
727,30/05/2015,Expenses,Health,1,164.81,
728,31/05/2015,Expenses,Food,1,37.93,
729,01/06/2015,Income,,1,3500.00,
730,01/06/2015,Income,,1,0.00,
731,01/06/2015,Expenses,Housing,1,1700.00,
732,01/06/2015,Expenses,Food,1,0.00,
733,01/06/2015,Expenses,Utilities,1,300.00,
734,01/06/2015,Expenses,Health,1,0.00,
735,01/06/2015,Expenses,Shopping,1,0.00,
736,01/06/2015,Expenses,Leisure,1,0.00,
737,01/06/2015,Expenses,Other,1,0.00,
738,01/06/2015,Debt selling,,0.01,20000.00,d0
739,01/06/2015,Asset expenses,,1,112.00,d0
740,02/06/2015,Expenses,Other,1,146.86,
741,11/06/2015,Expenses,Food,1,40.94,
742,13/06/2015,Expenses,Food,1,40.82,
743,14/06/2015,Expenses,Other,1,114.78,
744,17/06/2015,Expenses,Food,1,40.35,
745,18/06/2015,Expenses,Food,1,40.23,
746,23/06/2015,Expenses,Food,1,40.11,
747,23/06/2015,Expenses,Leisure,1,0.00,
748,24/06/2015,Expenses,Food,1,39.99,
749,26/06/2015,Expenses,Food,1,39.87,
750,30/06/2015,Expenses,Health,1,69.38,
751,01/07/2015,Income,,1,3500.00,
752,01/07/2015,Income,,1,0.00,
753,01/07/2015,Expenses,Housing,1,1700.00,
754,01/07/2015,Expenses,Food,1,0.00,
755,01/07/2015,Expenses,Utilities,1,300.00,
756,01/07/2015,Expenses,Health,1,0.00,
757,01/07/2015,Expenses,Shopping,1,0.00,
758,01/07/2015,Expenses,Leisure,1,0.00,
759,01/07/2015,Expenses,Other,1,0.00,
760,01/07/2015,Debt selling,,0.01,20000.00,d0
761,01/07/2015,Asset expenses,,1,110.00,d0
762,02/07/2015,Expenses,Utilities,1,88.94,
763,05/07/2015,Expenses,Food,1,42.85,
764,05/07/2015,Expenses,Other,1,288.54,
765,06/07/2015,Expenses,Food,1,41.85,
766,07/07/2015,Expenses,Food,1,41.73,
767,09/07/2015,Expenses,Food,1,41.60,
768,09/07/2015,Expenses,Health,1,1.82,
769,11/07/2015,Expenses,Food,1,41.47,
770,12/07/2015,Expenses,Food,1,41.35,
771,13/07/2015,Expenses,Food,1,41.22,
772,14/07/2015,Expenses,Food,1,41.10,
773,16/07/2015,Expenses,Shopping,1,466.31,
774,16/07/2015,Expenses,Other,1,157.75,
775,20/07/2015,Expenses,Food,1,39.09,
776,21/07/2015,Expenses,Food,1,38.98,
777,23/07/2015,Expenses,Other,1,220.91,
778,25/07/2015,Expenses,Shopping,1,975.62,
779,28/07/2015,Expenses,Food,1,35.26,
780,30/07/2015,Expenses,Food,1,35.16,
781,31/07/2015,Expenses,Food,1,35.05,
782,01/08/2015,Income,,1,3500.00,
783,01/08/2015,Income,,1,0.00,
784,01/08/2015,Expenses,Housing,1,1700.00,
785,01/08/2015,Expenses,Food,1,0.00,
786,01/08/2015,Expenses,Utilities,1,300.00,
787,01/08/2015,Expenses,Health,1,0.00,
788,01/08/2015,Expenses,Shopping,1,0.00,
789,01/08/2015,Expenses,Leisure,1,0.00,
790,01/08/2015,Expenses,Other,1,0.00,
791,01/08/2015,Expenses,Food,1,39.44,
792,01/08/2015,Debt selling,,0.01,20000.00,d0
793,01/08/2015,Asset expenses,,1,108.00,d0
794,02/08/2015,Expenses,Health,1,53.94,
795,02/08/2015,Expenses,Leisure,1,484.88,
796,07/08/2015,Expenses,Utilities,1,89.04,
797,10/08/2015,Expenses,Food,1,36.52,
798,11/08/2015,Expenses,Food,1,36.41,
799,15/08/2015,Expenses,Other,1,13.25,
800,16/08/2015,Expenses,Food,1,36.26,
801,20/08/2015,Expenses,Food,1,36.15,
802,21/08/2015,Expenses,Leisure,1,0.00,
803,27/08/2015,Expenses,Utilities,1,25.30,
804,27/08/2015,Expenses,Other,1,74.17,
805,29/08/2015,Expenses,Food,1,35.69,
806,29/08/2015,Expenses,Health,1,114.29,
807,30/08/2015,Expenses,Food,1,35.27,
808,01/09/2015,Income,,1,3500.00,
809,01/09/2015,Income,,1,0.00,
810,01/09/2015,Expenses,Housing,1,1700.00,
811,01/09/2015,Expenses,Food,1,0.00,
812,01/09/2015,Expenses,Utilities,1,300.00,
813,01/09/2015,Expenses,Health,1,0.00,
814,01/09/2015,Expenses,Shopping,1,0.00,
815,01/09/2015,Expenses,Leisure,1,0.00,
816,01/09/2015,Expenses,Other,1,0.00,
817,01/09/2015,Expenses,Other,1,146.93,
818,01/09/2015,Debt selling,,0.01,20000.00,d0
819,01/09/2015,Asset expenses,,1,106.00,d0
820,04/09/2015,Expenses,Food,1,38.30,
821,04/09/2015,Expenses,Leisure,1,40.90,
822,04/09/2015,Debt selling,,0.01,20000.00,d0
823,05/09/2015,Expenses,Other,1,202.89,
824,05/09/2015,Debt selling,,0.01,20000.00,d0
825,07/09/2015,Expenses,Utilities,1,44.90,
826,09/09/2015,Expenses,Food,1,36.12,
827,10/09/2015,Expenses,Utilities,1,82.42,
828,12/09/2015,Expenses,Food,1,35.76,
829,21/09/2015,Expenses,Shopping,1,0.00,
830,21/09/2015,Expenses,Other,1,345.58,
831,23/09/2015,Expenses,Health,1,80.40,
832,25/09/2015,Expenses,Food,1,34.38,
833,26/09/2015,Expenses,Shopping,1,591.35,
834,27/09/2015,Expenses,Health,1,71.35,
835,28/09/2015,Expenses,Food,1,32.29,
836,30/09/2015,Savings selling,,0,1005.28,a2
837,01/10/2015,Income,,1,3500.00,
838,01/10/2015,Income,,1,0.00,
839,01/10/2015,Expenses,Housing,1,1700.00,
840,01/10/2015,Expenses,Food,1,0.00,
841,01/10/2015,Expenses,Utilities,1,300.00,
842,01/10/2015,Expenses,Health,1,0.00,
843,01/10/2015,Expenses,Shopping,1,0.00,
844,01/10/2015,Expenses,Leisure,1,0.00,
845,01/10/2015,Expenses,Other,1,0.00,
846,01/10/2015,Expenses,Leisure,1,234.05,
847,01/10/2015,Debt selling,,0.01,20000.00,d0
848,01/10/2015,Asset expenses,,1,100.00,d0
849,07/10/2015,Expenses,Food,1,35.07,
850,08/10/2015,Expenses,Food,1,34.96,
851,09/10/2015,Expenses,Food,1,34.86,
852,14/10/2015,Expenses,Food,1,34.72,
853,15/10/2015,Expenses,Food,1,34.62,
854,15/10/2015,Expenses,Health,1,19.89,
855,17/10/2015,Expenses,Food,1,34.45,
856,17/10/2015,Expenses,Utilities,1,130.41,
857,17/10/2015,Expenses,Other,1,249.81,
858,18/10/2015,Expenses,Food,1,33.21,
859,19/10/2015,Income,,1,543.77,
860,20/10/2015,Expenses,Food,1,34.74,
861,20/10/2015,Expenses,Shopping,1,484.58,
862,24/10/2015,Expenses,Food,1,33.15,
863,29/10/2015,Expenses,Leisure,1,0.00,
864,31/10/2015,Expenses,Leisure,1,0.00,
865,01/11/2015,Income,,1,3500.00,
866,01/11/2015,Income,,1,0.00,
867,01/11/2015,Expenses,Housing,1,1700.00,
868,01/11/2015,Expenses,Food,1,0.00,
869,01/11/2015,Expenses,Utilities,1,300.00,
870,01/11/2015,Expenses,Health,1,0.00,
871,01/11/2015,Expenses,Shopping,1,0.00,
872,01/11/2015,Expenses,Leisure,1,0.00,
873,01/11/2015,Expenses,Other,1,0.00,
874,01/11/2015,Expenses,Food,1,37.55,
875,01/11/2015,Debt selling,,0.01,20000.00,d0
876,01/11/2015,Asset expenses,,1,98.00,d0
877,04/11/2015,Expenses,Food,1,36.54,
878,05/11/2015,Expenses,Food,1,36.43,
879,05/11/2015,Expenses,Health,1,160.02,
880,06/11/2015,Savings selling,,0,1042.14,a2
881,07/11/2015,Expenses,Shopping,1,0.00,
882,10/11/2015,Expenses,Leisure,1,0.00,
883,11/11/2015,Expenses,Shopping,1,41.02,
884,12/11/2015,Expenses,Food,1,35.72,
885,13/11/2015,Expenses,Food,1,35.61,
886,13/11/2015,Expenses,Utilities,1,105.21,
887,15/11/2015,Expenses,Food,1,35.19,
888,15/11/2015,Expenses,Health,1,202.44,
889,17/11/2015,Expenses,Food,1,34.47,
890,18/11/2015,Expenses,Health,1,0.00,
891,19/11/2015,Debt selling,,0.01,20000.00,d0
892,20/11/2015,Expenses,Shopping,1,207.56,
893,21/11/2015,Expenses,Food,1,33.15,
894,24/11/2015,Expenses,Other,1,114.82,
895,26/11/2015,Expenses,Food,1,32.70,
896,27/11/2015,Savings selling,,0,1062.67,a1
897,29/11/2015,Expenses,Food,1,32.60,
898,01/12/2015,Income,,1,3500.00,
899,01/12/2015,Income,,1,0.00,
900,01/12/2015,Expenses,Housing,1,1700.00,
901,01/12/2015,Expenses,Food,1,0.00,
902,01/12/2015,Expenses,Utilities,1,300.00,
903,01/12/2015,Expenses,Health,1,0.00,
904,01/12/2015,Expenses,Shopping,1,0.00,
905,01/12/2015,Expenses,Leisure,1,0.00,
906,01/12/2015,Expenses,Other,1,0.00,
907,01/12/2015,Debt selling,,0.01,20000.00,d0
908,01/12/2015,Asset expenses,,1,94.00,d0
909,02/12/2015,Expenses,Food,1,36.12,
910,02/12/2015,Expenses,Shopping,1,0.00,
911,04/12/2015,Debt selling,,0.01,20000.00,d0
912,07/12/2015,Expenses,Food,1,35.43,
913,08/12/2015,Expenses,Food,1,35.32,
914,13/12/2015,Expenses,Food,1,35.21,
915,13/12/2015,Expenses,Leisure,1,259.53,
916,17/12/2015,Expenses,Food,1,34.33,
917,18/12/2015,Expenses,Utilities,1,83.01,
918,21/12/2015,Expenses,Food,1,33.99,
919,22/12/2015,Expenses,Food,1,33.89,
920,23/12/2015,Expenses,Food,1,33.77,
921,25/12/2015,Expenses,Other,1,267.01,
922,27/12/2015,Debt selling,,0.01,20000.00,d0
923,29/12/2015,Income,,1,0.00,
924,30/12/2015,Expenses,Food,1,32.26,
925,01/01/2016,Income,,1,3500.00,
926,01/01/2016,Income,,1,0.00,
927,01/01/2016,Expenses,Housing,1,1700.00,
928,01/01/2016,Expenses,Food,1,0.00,
929,01/01/2016,Expenses,Utilities,1,300.00,
930,01/01/2016,Expenses,Health,1,0.00,
931,01/01/2016,Expenses,Shopping,1,0.00,
932,01/01/2016,Expenses,Leisure,1,0.00,
933,01/01/2016,Expenses,Other,1,0.00,
934,01/01/2016,Debt selling,,0.01,20000.00,d0
935,01/01/2016,Asset expenses,,1,88.00,d0
936,02/01/2016,Expenses,Food,1,35.80,
937,03/01/2016,Expenses,Shopping,1,485.61,
938,07/01/2016,Expenses,Leisure,1,338.01,
939,09/01/2016,Expenses,Utilities,1,101.89,
940,11/01/2016,Expenses,Food,1,32.94,
941,12/01/2016,Expenses,Food,1,32.84,
942,13/01/2016,Expenses,Food,1,32.74,
943,15/01/2016,Expenses,Food,1,32.64,
944,16/01/2016,Expenses,Utilities,1,39.77,
945,17/01/2016,Expenses,Food,1,32.42,
946,21/01/2016,Expenses,Food,1,32.33,
947,21/01/2016,Expenses,Other,1,108.13,
948,30/01/2016,Expenses,Food,1,31.92,
949,31/01/2016,Expenses,Leisure,1,173.88,
950,01/02/2016,Income,,1,3500.00,
951,01/02/2016,Income,,1,0.00,
952,01/02/2016,Expenses,Housing,1,1700.00,
953,01/02/2016,Expenses,Food,1,0.00,
954,01/02/2016,Expenses,Utilities,1,300.00,
955,01/02/2016,Expenses,Health,1,0.00,
956,01/02/2016,Expenses,Shopping,1,0.00,
957,01/02/2016,Expenses,Leisure,1,0.00,
958,01/02/2016,Expenses,Other,1,0.00,
959,01/02/2016,Debt selling,,0.01,20000.00,d0
960,01/02/2016,Asset expenses,,1,86.00,d0
961,02/02/2016,Expenses,Leisure,1,278.44,
962,05/02/2016,Expenses,Utilities,1,74.60,
963,06/02/2016,Expenses,Food,1,33.88,
964,07/02/2016,Expenses,Food,1,33.78,
965,09/02/2016,Debt selling,,0.0,20000.00,d0
966,10/02/2016,Expenses,Food,1,33.68,
967,10/02/2016,Expenses,Utilities,1,98.34,
968,12/02/2016,Expenses,Other,1,177.09,
969,12/02/2016,Debt selling,,0.01,20000.00,d0
970,13/02/2016,Expenses,Food,1,32.15,
971,13/02/2016,Savings selling,,0,1141.19,a2
972,16/02/2016,Expenses,Leisure,1,488.17,
973,19/02/2016,Expenses,Food,1,30.59,
974,19/02/2016,Expenses,Leisure,1,0.00,
975,23/02/2016,Expenses,Shopping,1,236.42,
976,24/02/2016,Expenses,Food,1,29.79,
977,24/02/2016,Expenses,Utilities,1,32.98,
978,25/02/2016,Expenses,Food,1,29.60,
979,25/02/2016,Expenses,Other,1,0.00,
980,26/02/2016,Expenses,Food,1,29.51,
981,27/02/2016,Expenses,Food,1,29.42,
982,27/02/2016,Expenses,Other,1,259.79,
983,01/03/2016,Income,,1,3500.00,
984,01/03/2016,Income,,1,0.00,
985,01/03/2016,Expenses,Housing,1,1700.00,
986,01/03/2016,Expenses,Food,1,0.00,
987,01/03/2016,Expenses,Utilities,1,300.00,
988,01/03/2016,Expenses,Health,1,0.00,
989,01/03/2016,Expenses,Shopping,1,0.00,
990,01/03/2016,Expenses,Leisure,1,0.00,
991,01/03/2016,Expenses,Other,1,0.00,
992,01/03/2016,Debt selling,,0.01,20000.00,d0
993,01/03/2016,Asset expenses,,1,82.00,d0
994,03/03/2016,Expenses,Other,1,169.35,
995,05/03/2016,Savings selling,,0,1162.21,a1
996,06/03/2016,Expenses,Food,1,31.69,
997,07/03/2016,Expenses,Food,1,31.60,
998,08/03/2016,Expenses,Health,1,114.54,
999,09/03/2016,Expenses,Shopping,1,1216.90,
1000,11/03/2016,Expenses,Food,1,27.51,
1001,12/03/2016,Income,,1,25.06,
1002,12/03/2016,Expenses,Food,1,27.50,
1003,15/03/2016,Expenses,Food,1,27.42,
1004,18/03/2016,Expenses,Food,1,27.34,
1005,21/03/2016,Expenses,Utilities,1,46.77,
1006,21/03/2016,Expenses,Health,1,31.20,
1007,22/03/2016,Expenses,Food,1,27.02,
1008,23/03/2016,Expenses,Shopping,1,607.13,
1009,23/03/2016,Expenses,Leisure,1,671.51,
1010,23/03/2016,Expenses,Other,1,79.28,
1011,25/03/2016,Debt selling,,0.01,20000.00,d0
1012,27/03/2016,Expenses,Food,1,22.27,
1013,27/03/2016,Expenses,Shopping,1,0.00,
1014,31/03/2016,Expenses,Food,1,22.20,
1015,01/04/2016,Income,,1,3500.00,
1016,01/04/2016,Income,,1,0.00,
1017,01/04/2016,Expenses,Housing,1,1700.00,
1018,01/04/2016,Expenses,Food,1,0.00,
1019,01/04/2016,Expenses,Utilities,1,300.00,
1020,01/04/2016,Expenses,Health,1,0.00,
1021,01/04/2016,Expenses,Shopping,1,0.00,
1022,01/04/2016,Expenses,Leisure,1,0.00,
1023,01/04/2016,Expenses,Other,1,0.00,
1024,01/04/2016,Debt selling,,0.01,20000.00,d0
1025,01/04/2016,Asset expenses,,1,78.00,d0
1026,03/04/2016,Expenses,Leisure,1,4.03,
1027,07/04/2016,Expenses,Food,1,25.78,
1028,08/04/2016,Expenses,Food,1,25.70,
1029,09/04/2016,Expenses,Food,1,25.62,
1030,10/04/2016,Expenses,Food,1,25.54,
1031,11/04/2016,Expenses,Leisure,1,0.00,
1032,12/04/2016,Expenses,Shopping,1,0.00,
1033,12/04/2016,Expenses,Other,1,116.65,
1034,14/04/2016,Savings selling,,0,1201.81,a1
1035,15/04/2016,Expenses,Food,1,25.12,
1036,16/04/2016,Expenses,Food,1,25.04,
1037,16/04/2016,Expenses,Other,1,124.01,
1038,21/04/2016,Expenses,Utilities,1,91.84,
1039,21/04/2016,Expenses,Shopping,1,0.00,
1040,23/04/2016,Expenses,Other,1,202.41,
1041,25/04/2016,Expenses,Food,1,23.70,
1042,26/04/2016,Expenses,Food,1,23.62,
1043,27/04/2016,Expenses,Utilities,1,74.23,
1044,28/04/2016,Savings selling,,0,1215.79,a1
1045,30/04/2016,Expenses,Leisure,1,90.51,
1046,01/05/2016,Income,,1,3500.00,
1047,01/05/2016,Income,,1,0.00,
1048,01/05/2016,Expenses,Housing,1,1700.00,
1049,01/05/2016,Expenses,Food,1,0.00,
1050,01/05/2016,Expenses,Utilities,1,300.00,
1051,01/05/2016,Expenses,Health,1,0.00,
1052,01/05/2016,Expenses,Shopping,1,0.00,
1053,01/05/2016,Expenses,Leisure,1,0.00,
1054,01/05/2016,Expenses,Other,1,0.00,
1055,01/05/2016,Debt selling,,0.01,20000.00,d0
1056,01/05/2016,Asset expenses,,1,76.00,d0
1057,03/05/2016,Expenses,Utilities,1,57.77,
1058,08/05/2016,Expenses,Food,1,26.54,
1059,09/05/2016,Expenses,Food,1,26.46,
1060,11/05/2016,Expenses,Food,1,26.38,
1061,12/05/2016,Expenses,Food,1,26.31,
1062,16/05/2016,Expenses,Housing,1,106.85,
1063,18/05/2016,Expenses,Food,1,25.91,
1064,21/05/2016,Expenses,Food,1,25.83,
1065,23/05/2016,Expenses,Food,1,25.73,
1066,24/05/2016,Expenses,Food,1,25.65,
1067,25/05/2016,Savings selling,,0,1245.39,a0
1068,26/05/2016,Expenses,Food,1,25.57,
1069,26/05/2016,Expenses,Other,1,182.91,
1070,28/05/2016,Expenses,Leisure,1,0.00,
1071,01/06/2016,Income,,1,3500.00,
1072,01/06/2016,Income,,1,0.00,
1073,01/06/2016,Expenses,Housing,1,1700.00,
1074,01/06/2016,Expenses,Food,1,0.00,
1075,01/06/2016,Expenses,Utilities,1,300.00,
1076,01/06/2016,Expenses,Health,1,0.00,
1077,01/06/2016,Expenses,Shopping,1,0.00,
1078,01/06/2016,Expenses,Leisure,1,0.00,
1079,01/06/2016,Expenses,Other,1,0.00,
1080,01/06/2016,Debt selling,,0.01,20000.00,d0
1081,01/06/2016,Asset expenses,,1,74.00,d0
1082,02/06/2016,Expenses,Food,1,28.63,
1083,03/06/2016,Expenses,Food,1,28.55,
1084,04/06/2016,Expenses,Food,1,28.46,
1085,05/06/2016,Expenses,Food,1,28.38,
1086,08/06/2016,Expenses,Food,1,28.28,
1087,11/06/2016,Expenses,Health,1,190.09,
1088,11/06/2016,Expenses,Leisure,1,15.97,
1089,12/06/2016,Income,,1,107.44,
1090,13/06/2016,Expenses,Food,1,27.90,
1091,13/06/2016,Expenses,Utilities,1,70.13,
1092,13/06/2016,Debt selling,,0.0,20000.00,d0
1093,15/06/2016,Expenses,Leisure,1,203.36,
1094,22/06/2016,Expenses,Food,1,27.00,
1095,25/06/2016,Expenses,Food,1,26.91,
1096,26/06/2016,Expenses,Shopping,1,136.06,
1097,28/06/2016,Income,,1,1.33,
1098,29/06/2016,Expenses,Food,1,26.43,
1099,01/07/2016,Income,,1,3500.00,
1100,01/07/2016,Income,,1,0.00,
1101,01/07/2016,Expenses,Housing,1,1700.00,
1102,01/07/2016,Expenses,Food,1,0.00,
1103,01/07/2016,Expenses,Utilities,1,300.00,
1104,01/07/2016,Expenses,Health,1,0.00,
1105,01/07/2016,Expenses,Shopping,1,0.00,
1106,01/07/2016,Expenses,Leisure,1,0.00,
1107,01/07/2016,Expenses,Other,1,0.00,
1108,01/07/2016,Debt selling,,0.01,20000.00,d0
1109,01/07/2016,Asset expenses,,1,72.00,d0
1110,02/07/2016,Income,,1,228.21,
1111,02/07/2016,Expenses,Food,1,30.72,
1112,04/07/2016,Expenses,Food,1,30.63,
1113,05/07/2016,Expenses,Utilities,1,76.72,
1114,06/07/2016,Expenses,Food,1,30.31,
1115,06/07/2016,Expenses,Health,1,1.97,
1116,09/07/2016,Expenses,Food,1,30.21,
1117,11/07/2016,Expenses,Food,1,30.12,
1118,11/07/2016,Expenses,Utilities,1,74.22,
1119,11/07/2016,Expenses,Health,1,165.43,
1120,13/07/2016,Expenses,Leisure,1,506.39,
1121,15/07/2016,Expenses,Health,1,68.89,
1122,16/07/2016,Expenses,Food,1,27.58,
1123,20/07/2016,Expenses,Food,1,27.49,
1124,22/07/2016,Expenses,Health,1,132.16,
1125,23/07/2016,Expenses,Food,1,27.02,
1126,25/07/2016,Expenses,Food,1,26.93,
1127,31/07/2016,Expenses,Food,1,26.86,
1128,01/08/2016,Income,,1,3500.00,
1129,01/08/2016,Income,,1,0.00,
1130,01/08/2016,Expenses,Housing,1,1700.00,
1131,01/08/2016,Expenses,Food,1,0.00,
1132,01/08/2016,Expenses,Utilities,1,300.00,
