date,price_index
25/06/2011,0.41
26/06/2011,0.41
27/06/2011,0.43
28/06/2011,0.41
29/06/2011,0.37
30/06/2011,0.4
01/07/2011,0.4
02/07/2011,0.4
03/07/2011,0.36
04/07/2011,0.35
05/07/2011,0.37
06/07/2011,0.36
07/07/2011,0.39
08/07/2011,0.42
09/07/2011,0.41
10/07/2011,0.43
11/07/2011,0.42
12/07/2011,0.45
13/07/2011,0.44
14/07/2011,0.42
15/07/2011,0.43
16/07/2011,0.46
17/07/2011,0.45
18/07/2011,0.42
19/07/2011,0.42
20/07/2011,0.41
21/07/2011,0.39
22/07/2011,0.42
23/07/2011,0.41
24/07/2011,0.43
25/07/2011,0.41
26/07/2011,0.43
27/07/2011,0.41
28/07/2011,0.43
29/07/2011,0.41
30/07/2011,0.47
31/07/2011,0.48
01/08/2011,0.48
02/08/2011,0.47
03/08/2011,0.51
04/08/2011,0.56
05/08/2011,0.58
06/08/2011,0.53
07/08/2011,0.48
08/08/2011,0.49
09/08/2011,0.49
10/08/2011,0.51
11/08/2011,0.49
12/08/2011,0.52
13/08/2011,0.52
14/08/2011,0.51
15/08/2011,0.55
16/08/2011,0.56
17/08/2011,0.55
18/08/2011,0.55
19/08/2011,0.59
20/08/2011,0.62
21/08/2011,0.62
22/08/2011,0.6
23/08/2011,0.58
24/08/2011,0.56
25/08/2011,0.57
26/08/2011,0.59
27/08/2011,0.67
28/08/2011,0.65
29/08/2011,0.64
30/08/2011,0.7
31/08/2011,0.72
01/09/2011,0.75
02/09/2011,0.76
03/09/2011,0.84
04/09/2011,0.79
05/09/2011,0.8
06/09/2011,0.82
07/09/2011,0.75
08/09/2011,0.73
09/09/2011,0.77
10/09/2011,0.76
11/09/2011,0.74
12/09/2011,0.73
13/09/2011,0.74
14/09/2011,0.77
15/09/2011,0.7
16/09/2011,0.74
17/09/2011,0.71
18/09/2011,0.75
19/09/2011,0.68
20/09/2011,0.65
21/09/2011,0.68
22/09/2011,0.67
23/09/2011,0.66
24/09/2011,0.67
25/09/2011,0.67
26/09/2011,0.6
27/09/2011,0.61
28/09/2011,0.6
29/09/2011,0.58
30/09/2011,0.58
01/10/2011,0.59
02/10/2011,0.59
03/10/2011,0.59
04/10/2011,0.57
05/10/2011,0.55
06/10/2011,0.53
07/10/2011,0.52
08/10/2011,0.52
09/10/2011,0.54
10/10/2011,0.59
11/10/2011,0.57
12/10/2011,0.54
13/10/2011,0.51
14/10/2011,0.47
15/10/2011,0.5
16/10/2011,0.46
17/10/2011,0.5
18/10/2011,0.49
19/10/2011,0.5
20/10/2011,0.5
21/10/2011,0.54
22/10/2011,0.56
23/10/2011,0.54
24/10/2011,0.55
25/10/2011,0.51
26/10/2011,0.53
27/10/2011,0.55
28/10/2011,0.55
29/10/2011,0.51
30/10/2011,0.53
31/10/2011,0.54
01/11/2011,0.59
02/11/2011,0.64
03/11/2011,0.66
04/11/2011,0.68
05/11/2011,0.62
06/11/2011,0.59
07/11/2011,0.54
08/11/2011,0.57
09/11/2011,0.57
10/11/2011,0.54
11/11/2011,0.53
12/11/2011,0.54
13/11/2011,0.48
14/11/2011,0.46
15/11/2011,0.49
16/11/2011,0.49
17/11/2011,0.48
18/11/2011,0.52
19/11/2011,0.55
20/11/2011,0.54
21/11/2011,0.5
22/11/2011,0.51
23/11/2011,0.54
24/11/2011,0.56
25/11/2011,0.53
26/11/2011,0.57
27/11/2011,0.58
28/11/2011,0.58
29/11/2011,0.57
30/11/2011,0.63
01/12/2011,0.6
02/12/2011,0.63
03/12/2011,0.6
04/12/2011,0.65
05/12/2011,0.62
06/12/2011,0.62
07/12/2011,0.65
08/12/2011,0.65
09/12/2011,0.67
10/12/2011,0.66
11/12/2011,0.66
12/12/2011,0.6
13/12/2011,0.59
14/12/2011,0.6
15/12/2011,0.6
16/12/2011,0.59
17/12/2011,0.6
18/12/2011,0.63
19/12/2011,0.67
20/12/2011,0.65
21/12/2011,0.64
22/12/2011,0.62
23/12/2011,0.63
24/12/2011,0.61
25/12/2011,0.56
26/12/2011,0.57
27/12/2011,0.56
28/12/2011,0.58
29/12/2011,0.58
30/12/2011,0.59
31/12/2011,0.61
01/01/2012,0.61
02/01/2012,0.64
03/01/2012,0.6
04/01/2012,0.59
05/01/2012,0.6
06/01/2012,0.64
07/01/2012,0.65
08/01/2012,0.63
09/01/2012,0.66
10/01/2012,0.7
11/01/2012,0.77
12/01/2012,0.75
13/01/2012,0.73
14/01/2012,0.73
15/01/2012,0.75
16/01/2012,0.79
17/01/2012,0.83
18/01/2012,0.85
19/01/2012,0.78
20/01/2012,0.84
21/01/2012,0.88
22/01/2012,0.82
23/01/2012,0.77
24/01/2012,0.76
25/01/2012,0.69
26/01/2012,0.64
27/01/2012,0.6
28/01/2012,0.6
29/01/2012,0.64
30/01/2012,0.66
31/01/2012,0.72
01/02/2012,0.8
02/02/2012,0.83
03/02/2012,0.87
04/02/2012,0.9
05/02/2012,0.92
06/02/2012,0.96
07/02/2012,0.96
08/02/2012,0.94
09/02/2012,0.99
10/02/2012,0.98
11/02/2012,0.93
12/02/2012,0.95
13/02/2012,0.98
14/02/2012,0.98
15/02/2012,0.91
16/02/2012,0.88
17/02/2012,0.91
18/02/2012,0.9
19/02/2012,0.99
20/02/2012,1.02
21/02/2012,0.91
22/02/2012,0.86
23/02/2012,0.87
24/02/2012,0.87
25/02/2012,0.88
26/02/2012,0.92
27/02/2012,0.99
28/02/2012,0.93
29/02/2012,0.82
01/03/2012,0.86
02/03/2012,0.91
03/03/2012,0.91
04/03/2012,0.85
05/03/2012,0.88
06/03/2012,0.85
07/03/2012,0.88
08/03/2012,0.88
09/03/2012,0.87
10/03/2012,0.94
11/03/2012,1.02
12/03/2012,0.99
13/03/2012,0.93
14/03/2012,0.95
15/03/2012,0.99
16/03/2012,1.02
17/03/2012,1.07
18/03/2012,1.15
19/03/2012,1.12
20/03/2012,1.17
21/03/2012,1.15
22/03/2012,1.16
23/03/2012,1.26
24/03/2012,1.38
25/03/2012,1.35
26/03/2012,1.32
27/03/2012,1.27
28/03/2012,1.38
29/03/2012,1.52
30/03/2012,1.58
31/03/2012,1.61
01/04/2012,1.6
02/04/2012,1.75
03/04/2012,1.71
04/04/2012,1.69
05/04/2012,1.77
06/04/2012,1.66
07/04/2012,1.58
08/04/2012,1.55
09/04/2012,1.4
10/04/2012,1.47
11/04/2012,1.47
12/04/2012,1.48
13/04/2012,1.42
14/04/2012,1.33
15/04/2012,1.37
16/04/2012,1.42
17/04/2012,1.45
18/04/2012,1.62
19/04/2012,1.6
20/04/2012,1.44
21/04/2012,1.49
22/04/2012,1.53
23/04/2012,1.54
24/04/2012,1.5
25/04/2012,1.45
26/04/2012,1.41
27/04/2012,1.5
28/04/2012,1.62
29/04/2012,1.6
30/04/2012,1.59
01/05/2012,1.55
02/05/2012,1.39
03/05/2012,1.38
04/05/2012,1.34
05/05/2012,1.45
06/05/2012,1.44
07/05/2012,1.44
08/05/2012,1.49
09/05/2012,1.52
10/05/2012,1.54
11/05/2012,1.43
12/05/2012,1.46
13/05/2012,1.34
14/05/2012,1.32
15/05/2012,1.22
16/05/2012,1.19
17/05/2012,1.16
18/05/2012,1.17
19/05/2012,1.18
20/05/2012,1.11
21/05/2012,1.06
22/05/2012,1.07
23/05/2012,0.99
24/05/2012,1.0
25/05/2012,0.97
26/05/2012,0.94
27/05/2012,0.92
28/05/2012,0.79
29/05/2012,0.89
30/05/2012,0.93
31/05/2012,0.93
01/06/2012,0.97
02/06/2012,0.97
03/06/2012,0.97
04/06/2012,1.0
05/06/2012,0.95
06/06/2012,0.94
07/06/2012,0.89
08/06/2012,0.86
09/06/2012,0.85
10/06/2012,0.83
11/06/2012,0.87
12/06/2012,0.88
13/06/2012,0.78
14/06/2012,0.77
15/06/2012,0.72
16/06/2012,0.75
17/06/2012,0.75
18/06/2012,0.72
19/06/2012,0.77
20/06/2012,0.76
21/06/2012,0.75
22/06/2012,0.73
23/06/2012,0.71
24/06/2012,0.69
25/06/2012,0.71
26/06/2012,0.67
27/06/2012,0.69
28/06/2012,0.66
29/06/2012,0.69
30/06/2012,0.68
01/07/2012,0.63
02/07/2012,0.61
03/07/2012,0.55
04/07/2012,0.57
05/07/2012,0.6
06/07/2012,0.58
07/07/2012,0.62
08/07/2012,0.61
09/07/2012,0.63
10/07/2012,0.59
11/07/2012,0.65
12/07/2012,0.71
13/07/2012,0.77
14/07/2012,0.72
15/07/2012,0.78
16/07/2012,0.74
17/07/2012,0.76
18/07/2012,0.78
19/07/2012,0.73
20/07/2012,0.76
21/07/2012,0.81
22/07/2012,0.8
23/07/2012,0.78
24/07/2012,0.79
25/07/2012,0.79
26/07/2012,0.78
27/07/2012,0.75
28/07/2012,0.8
29/07/2012,0.75
30/07/2012,0.71
31/07/2012,0.63
01/08/2012,0.66
02/08/2012,0.62
03/08/2012,0.68
04/08/2012,0.63
05/08/2012,0.64
06/08/2012,0.64
07/08/2012,0.63
08/08/2012,0.63
09/08/2012,0.63
10/08/2012,0.6
11/08/2012,0.63
12/08/2012,0.66
13/08/2012,0.62
14/08/2012,0.61
15/08/2012,0.57
16/08/2012,0.6
17/08/2012,0.66
18/08/2012,0.65
19/08/2012,0.67
20/08/2012,0.66
21/08/2012,0.65
22/08/2012,0.62
23/08/2012,0.57
24/08/2012,0.63
25/08/2012,0.67
26/08/2012,0.63
27/08/2012,0.6
28/08/2012,0.61
29/08/2012,0.56
30/08/2012,0.57
31/08/2012,0.57
01/09/2012,0.57
02/09/2012,0.57
03/09/2012,0.57
04/09/2012,0.58
05/09/2012,0.63
06/09/2012,0.64
07/09/2012,0.7
08/09/2012,0.73
09/09/2012,0.68
10/09/2012,0.61
11/09/2012,0.64
12/09/2012,0.61
13/09/2012,0.64
14/09/2012,0.68
15/09/2012,0.67
16/09/2012,0.71
17/09/2012,0.75
18/09/2012,0.74
19/09/2012,0.73
20/09/2012,0.78
21/09/2012,0.86
22/09/2012,0.79
23/09/2012,0.77
24/09/2012,0.79
25/09/2012,0.77
26/09/2012,0.8
27/09/2012,0.84
28/09/2012,0.85
29/09/2012,0.91
30/09/2012,0.88
01/10/2012,0.89
02/10/2012,0.91
03/10/2012,0.89
04/10/2012,0.92
05/10/2012,0.88
06/10/2012,0.89
07/10/2012,0.93
08/10/2012,0.88
09/10/2012,0.87
10/10/2012,0.88
11/10/2012,0.81
12/10/2012,0.82
13/10/2012,0.77
14/10/2012,0.76
15/10/2012,0.73
16/10/2012,0.73
17/10/2012,0.73
18/10/2012,0.72
19/10/2012,0.72
20/10/2012,0.73
21/10/2012,0.74
22/10/2012,0.72
23/10/2012,0.73
24/10/2012,0.73
25/10/2012,0.68
26/10/2012,0.72
27/10/2012,0.78
28/10/2012,0.82
29/10/2012,0.83
30/10/2012,0.83
31/10/2012,0.83
01/11/2012,0.86
02/11/2012,0.84
03/11/2012,0.84
04/11/2012,0.83
05/11/2012,0.84
06/11/2012,0.86
07/11/2012,0.84
08/11/2012,0.79
09/11/2012,0.83
10/11/2012,0.86
11/11/2012,0.85
12/11/2012,0.88
13/11/2012,0.83
14/11/2012,0.87
15/11/2012,0.8
16/11/2012,0.8
17/11/2012,0.8
18/11/2012,0.8
19/11/2012,0.76
20/11/2012,0.75
21/11/2012,0.77
22/11/2012,0.7
23/11/2012,0.7
24/11/2012,0.69
25/11/2012,0.69
26/11/2012,0.73
27/11/2012,0.66
28/11/2012,0.65
29/11/2012,0.64
30/11/2012,0.6
01/12/2012,0.59
02/12/2012,0.55
03/12/2012,0.57
04/12/2012,0.58
05/12/2012,0.61
06/12/2012,0.56
07/12/2012,0.56
08/12/2012,0.52
09/12/2012,0.55
10/12/2012,0.6
11/12/2012,0.65
12/12/2012,0.65
13/12/2012,0.6
14/12/2012,0.6
15/12/2012,0.64
16/12/2012,0.64
17/12/2012,0.59
18/12/2012,0.63
19/12/2012,0.6
20/12/2012,0.58
21/12/2012,0.58
22/12/2012,0.59
23/12/2012,0.56
24/12/2012,0.56
25/12/2012,0.55
26/12/2012,0.56
27/12/2012,0.6
28/12/2012,0.57
29/12/2012,0.54
30/12/2012,0.55
31/12/2012,0.6
01/01/2013,0.62
02/01/2013,0.61
03/01/2013,0.64
04/01/2013,0.64
05/01/2013,0.68
06/01/2013,0.67
07/01/2013,0.61
08/01/2013,0.63
09/01/2013,0.64
10/01/2013,0.58
11/01/2013,0.6
12/01/2013,0.58
13/01/2013,0.55
14/01/2013,0.55
15/01/2013,0.57
16/01/2013,0.58
17/01/2013,0.65
18/01/2013,0.7
19/01/2013,0.67
20/01/2013,0.64
21/01/2013,0.62
22/01/2013,0.62
23/01/2013,0.69
24/01/2013,0.7
25/01/2013,0.76
26/01/2013,0.76
27/01/2013,0.72
28/01/2013,0.7
29/01/2013,0.7
30/01/2013,0.75
31/01/2013,0.76
01/02/2013,0.78
02/02/2013,0.8
03/02/2013,0.8
04/02/2013,0.74
05/02/2013,0.73
06/02/2013,0.81
07/02/2013,0.79
08/02/2013,0.81
09/02/2013,0.86
10/02/2013,0.8
11/02/2013,0.76
12/02/2013,0.8
13/02/2013,0.8
14/02/2013,0.79
15/02/2013,0.82
16/02/2013,0.83
17/02/2013,0.84
18/02/2013,0.84
19/02/2013,0.84
20/02/2013,0.8
21/02/2013,0.78
22/02/2013,0.8
23/02/2013,0.87
24/02/2013,0.89
25/02/2013,0.82
26/02/2013,0.87
27/02/2013,0.88
28/02/2013,0.9
01/03/2013,0.86
02/03/2013,0.77
03/03/2013,0.76
04/03/2013,0.76
05/03/2013,0.71
06/03/2013,0.73
07/03/2013,0.72
08/03/2013,0.72
09/03/2013,0.71
10/03/2013,0.75
11/03/2013,0.71
12/03/2013,0.74
13/03/2013,0.72
14/03/2013,0.75
15/03/2013,0.71
16/03/2013,0.74
17/03/2013,0.76
18/03/2013,0.81
19/03/2013,0.84
20/03/2013,0.88
21/03/2013,0.89
22/03/2013,0.82
23/03/2013,0.82
24/03/2013,0.9
25/03/2013,0.92
26/03/2013,0.93
27/03/2013,0.96
28/03/2013,0.95
29/03/2013,0.99
30/03/2013,0.98
31/03/2013,1.09
01/04/2013,1.14
02/04/2013,1.21
03/04/2013,1.21
04/04/2013,1.28
05/04/2013,1.29
06/04/2013,1.3
07/04/2013,1.2
08/04/2013,1.13
09/04/2013,1.09
10/04/2013,1.13
11/04/2013,1.1
12/04/2013,1.23
13/04/2013,1.24
14/04/2013,1.16
15/04/2013,1.07
16/04/2013,1.13
17/04/2013,1.14
18/04/2013,1.18
19/04/2013,1.37
20/04/2013,1.46
21/04/2013,1.4
22/04/2013,1.43
23/04/2013,1.38
24/04/2013,1.43
25/04/2013,1.4
26/04/2013,1.29
27/04/2013,1.36
28/04/2013,1.35
29/04/2013,1.28
30/04/2013,1.25
01/05/2013,1.21
02/05/2013,1.26
03/05/2013,1.26
04/05/2013,1.19
05/05/2013,1.16
06/05/2013,1.16
07/05/2013,1.1
08/05/2013,1.12
09/05/2013,1.17
10/05/2013,1.19
11/05/2013,1.22
12/05/2013,1.27
13/05/2013,1.31
14/05/2013,1.32
15/05/2013,1.34
16/05/2013,1.36
17/05/2013,1.42
18/05/2013,1.41
19/05/2013,1.32
20/05/2013,1.29
21/05/2013,1.43
22/05/2013,1.48
23/05/2013,1.5
24/05/2013,1.49
25/05/2013,1.61
26/05/2013,1.69
27/05/2013,1.89
28/05/2013,2.05
29/05/2013,2.08
30/05/2013,2.09
31/05/2013,2.12
01/06/2013,2.2
02/06/2013,2.29
03/06/2013,2.27
04/06/2013,2.3
05/06/2013,2.29
06/06/2013,2.2
07/06/2013,2.09
08/06/2013,2.31
09/06/2013,2.17
10/06/2013,2.22
11/06/2013,2.09
12/06/2013,2.0
13/06/2013,1.92
14/06/2013,2.1
15/06/2013,2.03
16/06/2013,2.03
17/06/2013,1.96
18/06/2013,2.03
19/06/2013,2.1
20/06/2013,2.07
21/06/2013,2.32
22/06/2013,2.25
23/06/2013,2.16
24/06/2013,2.25
25/06/2013,2.24
26/06/2013,2.11
27/06/2013,2.01
28/06/2013,1.98
29/06/2013,2.0
30/06/2013,2.01
01/07/2013,1.88
02/07/2013,1.94
03/07/2013,2.14
04/07/2013,2.09
05/07/2013,2.2
06/07/2013,2.43
07/07/2013,2.37
08/07/2013,2.38
09/07/2013,2.44
10/07/2013,2.39
11/07/2013,2.34
12/07/2013,2.31
13/07/2013,2.34
14/07/2013,2.42
15/07/2013,2.38
16/07/2013,2.4
17/07/2013,2.4
18/07/2013,2.4
19/07/2013,2.46
20/07/2013,2.38
21/07/2013,2.42
22/07/2013,2.63
23/07/2013,2.5
24/07/2013,2.53
25/07/2013,2.6
26/07/2013,2.82
27/07/2013,2.84
28/07/2013,2.87
29/07/2013,2.97
30/07/2013,2.79
31/07/2013,2.65
01/08/2013,2.67
02/08/2013,2.62
03/08/2013,2.46
04/08/2013,2.36
05/08/2013,2.42
06/08/2013,2.41
07/08/2013,2.46
08/08/2013,2.47
09/08/2013,2.49
10/08/2013,2.65
11/08/2013,2.54
12/08/2013,2.52
13/08/2013,2.48
14/08/2013,2.47
15/08/2013,2.53
16/08/2013,2.44
17/08/2013,2.33
18/08/2013,2.26
19/08/2013,2.12
20/08/2013,1.93
21/08/2013,1.9
22/08/2013,2.08
23/08/2013,1.93
24/08/2013,1.95
25/08/2013,1.93
26/08/2013,1.91
27/08/2013,1.96
28/08/2013,2.0
29/08/2013,1.93
30/08/2013,2.01
31/08/2013,1.99
01/09/2013,2.08
02/09/2013,2.09
03/09/2013,1.95
04/09/2013,1.91
05/09/2013,1.93
06/09/2013,1.88
07/09/2013,1.8
08/09/2013,1.79
09/09/2013,1.84
10/09/2013,2.02
11/09/2013,2.13
12/09/2013,2.21
13/09/2013,2.06
14/09/2013,2.11
15/09/2013,2.05
16/09/2013,2.11
17/09/2013,2.24
18/09/2013,2.12
19/09/2013,2.25
20/09/2013,1.99
21/09/2013,2.06
22/09/2013,2.1
23/09/2013,2.34
24/09/2013,2.26
25/09/2013,2.26
26/09/2013,2.34
27/09/2013,2.22
28/09/2013,2.19
29/09/2013,2.08
30/09/2013,2.03
01/10/2013,1.99
02/10/2013,1.95
03/10/2013,1.9
04/10/2013,1.76
05/10/2013,1.68
06/10/2013,1.73
07/10/2013,1.67
08/10/2013,1.64
09/10/2013,1.57
10/10/2013,1.45
11/10/2013,1.54
12/10/2013,1.46
13/10/2013,1.52
14/10/2013,1.43
15/10/2013,1.41
16/10/2013,1.46
17/10/2013,1.45
18/10/2013,1.32
19/10/2013,1.41
20/10/2013,1.37
21/10/2013,1.39
22/10/2013,1.28
23/10/2013,1.22
24/10/2013,1.26
25/10/2013,1.25
26/10/2013,1.26
27/10/2013,1.21
28/10/2013,1.38
29/10/2013,1.19
30/10/2013,1.22
31/10/2013,1.48
01/11/2013,1.44
02/11/2013,1.48
03/11/2013,1.55
04/11/2013,1.63
05/11/2013,1.57
06/11/2013,1.76
07/11/2013,1.71
08/11/2013,1.83
09/11/2013,1.92
10/11/2013,1.77
11/11/2013,1.71
12/11/2013,1.58
13/11/2013,1.64
14/11/2013,1.56
15/11/2013,1.57
16/11/2013,1.62
17/11/2013,1.66
18/11/2013,1.6
19/11/2013,1.68
20/11/2013,1.67
21/11/2013,1.75
22/11/2013,1.79
23/11/2013,1.82
24/11/2013,1.93
25/11/2013,1.87
26/11/2013,1.86
27/11/2013,1.86
28/11/2013,1.97
29/11/2013,2.03
30/11/2013,1.96
01/12/2013,1.93
02/12/2013,1.84
03/12/2013,1.68
04/12/2013,1.58
05/12/2013,1.54
06/12/2013,1.53
07/12/2013,1.53
08/12/2013,1.6
09/12/2013,1.51
10/12/2013,1.45
11/12/2013,1.48
12/12/2013,1.45
13/12/2013,1.46
14/12/2013,1.34
15/12/2013,1.43
16/12/2013,1.34
17/12/2013,1.36
18/12/2013,1.49
19/12/2013,1.55
20/12/2013,1.54
21/12/2013,1.5
22/12/2013,1.48
23/12/2013,1.58
24/12/2013,1.64
25/12/2013,1.75
26/12/2013,1.69
27/12/2013,1.63
28/12/2013,1.72
29/12/2013,1.71
30/12/2013,1.73
31/12/2013,1.64
01/01/2014,1.62
02/01/2014,1.51
03/01/2014,1.54
04/01/2014,1.49
05/01/2014,1.66
06/01/2014,1.6
07/01/2014,1.57
08/01/2014,1.46
09/01/2014,1.52
10/01/2014,1.52
11/01/2014,1.53
12/01/2014,1.57
13/01/2014,1.53
14/01/2014,1.56
15/01/2014,1.65
16/01/2014,1.68
17/01/2014,1.84
18/01/2014,1.82
19/01/2014,2.01
20/01/2014,2.1
21/01/2014,2.22
22/01/2014,2.23
23/01/2014,2.38
24/01/2014,2.45
25/01/2014,2.59
26/01/2014,2.4
27/01/2014,2.51
28/01/2014,2.46
29/01/2014,2.44
30/01/2014,2.46
31/01/2014,2.57
01/02/2014,2.36
02/02/2014,2.38
03/02/2014,2.34
04/02/2014,2.45
05/02/2014,2.34
06/02/2014,2.19
07/02/2014,2.06
08/02/2014,2.03
09/02/2014,1.85
10/02/2014,1.9
11/02/2014,1.95
12/02/2014,1.94
13/02/2014,1.85
14/02/2014,1.75
15/02/2014,1.7
16/02/2014,1.86
17/02/2014,1.82
18/02/2014,1.83
19/02/2014,1.72
20/02/2014,1.86
21/02/2014,1.88
22/02/2014,1.95
23/02/2014,1.8
24/02/2014,1.83
25/02/2014,2.07
26/02/2014,1.96
27/02/2014,1.89
28/02/2014,1.82
01/03/2014,1.78
02/03/2014,1.92
03/03/2014,2.05
04/03/2014,2.02
05/03/2014,1.93
06/03/2014,1.92
07/03/2014,2.14
08/03/2014,2.03
09/03/2014,2.06
10/03/2014,1.95
11/03/2014,1.87
12/03/2014,1.88
13/03/2014,1.82
14/03/2014,1.74
15/03/2014,1.6
16/03/2014,1.63
17/03/2014,1.48
18/03/2014,1.53
19/03/2014,1.56
20/03/2014,1.59
21/03/2014,1.66
22/03/2014,1.59
23/03/2014,1.51
24/03/2014,1.71
25/03/2014,1.69
26/03/2014,1.69
27/03/2014,1.78
28/03/2014,1.74
29/03/2014,1.76
30/03/2014,1.62
31/03/2014,1.67
01/04/2014,1.75
02/04/2014,1.75
03/04/2014,1.76
04/04/2014,1.64
05/04/2014,1.7
06/04/2014,1.56
07/04/2014,1.58
08/04/2014,1.61
09/04/2014,1.62
10/04/2014,1.51
11/04/2014,1.45
12/04/2014,1.47
13/04/2014,1.4
14/04/2014,1.39
15/04/2014,1.32
16/04/2014,1.3
17/04/2014,1.29
18/04/2014,1.23
19/04/2014,1.13
20/04/2014,1.22
21/04/2014,1.11
22/04/2014,1.17
23/04/2014,1.15
24/04/2014,1.04
25/04/2014,0.93
26/04/2014,0.94
27/04/2014,0.97
28/04/2014,0.99
29/04/2014,1.0
30/04/2014,0.96
01/05/2014,0.91
02/05/2014,0.93
03/05/2014,0.95
04/05/2014,0.94
05/05/2014,0.95
06/05/2014,0.94
07/05/2014,0.92
08/05/2014,0.91
09/05/2014,0.91
10/05/2014,0.93
11/05/2014,0.92
12/05/2014,0.94
13/05/2014,0.95
14/05/2014,0.93
15/05/2014,1.04
16/05/2014,1.02
17/05/2014,1.01
18/05/2014,1.12
19/05/2014,1.2
20/05/2014,1.15
21/05/2014,1.13
22/05/2014,1.11
23/05/2014,1.12
24/05/2014,1.12
25/05/2014,1.05
26/05/2014,1.0
27/05/2014,0.98
28/05/2014,0.98
29/05/2014,0.95
30/05/2014,1.07
31/05/2014,1.16
01/06/2014,1.18
02/06/2014,1.34
03/06/2014,1.24
04/06/2014,1.38
05/06/2014,1.34
06/06/2014,1.35
07/06/2014,1.31
08/06/2014,1.4
09/06/2014,1.39
10/06/2014,1.32
11/06/2014,1.34
12/06/2014,1.38
13/06/2014,1.42
14/06/2014,1.42
15/06/2014,1.39
16/06/2014,1.37
17/06/2014,1.33
18/06/2014,1.18
19/06/2014,1.14
20/06/2014,1.11
21/06/2014,1.1
22/06/2014,1.07
23/06/2014,1.16
24/06/2014,1.22
25/06/2014,1.34
26/06/2014,1.38
27/06/2014,1.3
28/06/2014,1.25
29/06/2014,1.32
30/06/2014,1.31
01/07/2014,1.32
02/07/2014,1.36
03/07/2014,1.36
04/07/2014,1.36
05/07/2014,1.39
06/07/2014,1.33
07/07/2014,1.41
08/07/2014,1.42
09/07/2014,1.45
10/07/2014,1.49
11/07/2014,1.67
12/07/2014,1.77
13/07/2014,1.83
14/07/2014,1.97
15/07/2014,1.75
16/07/2014,1.73
17/07/2014,1.75
18/07/2014,1.84
19/07/2014,1.83
20/07/2014,1.78
21/07/2014,1.83
22/07/2014,1.87
23/07/2014,2.05
24/07/2014,2.02
25/07/2014,2.1
26/07/2014,2.22
27/07/2014,2.23
28/07/2014,2.14
29/07/2014,2.33
30/07/2014,2.34
31/07/2014,2.32
01/08/2014,2.38
02/08/2014,2.35
03/08/2014,2.39
04/08/2014,2.31
05/08/2014,2.35
06/08/2014,2.06
07/08/2014,2.13
08/08/2014,2.02
09/08/2014,2.08
10/08/2014,1.92
11/08/2014,1.86
12/08/2014,1.85
13/08/2014,1.77
14/08/2014,1.72
15/08/2014,1.58
16/08/2014,1.58
17/08/2014,1.53
18/08/2014,1.35
19/08/2014,1.47
20/08/2014,1.6
21/08/2014,1.61
22/08/2014,1.54
23/08/2014,1.4
24/08/2014,1.36
25/08/2014,1.41
26/08/2014,1.3
27/08/2014,1.34
28/08/2014,1.27
29/08/2014,1.34
30/08/2014,1.37
31/08/2014,1.31
01/09/2014,1.21
02/09/2014,1.19
03/09/2014,1.22
04/09/2014,1.31
05/09/2014,1.33
06/09/2014,1.23
07/09/2014,1.15
08/09/2014,1.19
09/09/2014,1.28
10/09/2014,1.28
11/09/2014,1.35
12/09/2014,1.35
13/09/2014,1.36
14/09/2014,1.29
15/09/2014,1.31
16/09/2014,1.35
17/09/2014,1.28
18/09/2014,1.4
19/09/2014,1.31
20/09/2014,1.25
21/09/2014,1.15
22/09/2014,1.14
23/09/2014,1.07
24/09/2014,1.08
25/09/2014,1.02
26/09/2014,1.0
27/09/2014,1.06
28/09/2014,1.09
29/09/2014,1.13
30/09/2014,1.11
01/10/2014,1.14
02/10/2014,1.14
03/10/2014,1.22
04/10/2014,1.2
05/10/2014,1.24
06/10/2014,1.28
07/10/2014,1.2
08/10/2014,1.21
09/10/2014,1.18
10/10/2014,1.2
11/10/2014,1.22
12/10/2014,1.28
13/10/2014,1.23
14/10/2014,1.27
15/10/2014,1.19
16/10/2014,1.14
17/10/2014,1.08
18/10/2014,1.11
19/10/2014,1.1
20/10/2014,1.09
21/10/2014,1.04
22/10/2014,1.08
23/10/2014,1.08
24/10/2014,1.13
25/10/2014,1.04
26/10/2014,1.02
27/10/2014,1.04
28/10/2014,1.03
29/10/2014,1.03
30/10/2014,1.02
31/10/2014,0.99
01/11/2014,1.0
02/11/2014,0.96
03/11/2014,0.99
04/11/2014,1.07
05/11/2014,1.12
06/11/2014,1.14
07/11/2014,1.13
08/11/2014,1.18
09/11/2014,1.26
10/11/2014,1.38
11/11/2014,1.49
12/11/2014,1.51
13/11/2014,1.48
14/11/2014,1.46
15/11/2014,1.67
16/11/2014,1.77
17/11/2014,1.73
18/11/2014,1.7
19/11/2014,1.67
20/11/2014,1.6
21/11/2014,1.67
22/11/2014,1.77
23/11/2014,1.86
24/11/2014,1.83
25/11/2014,1.72
26/11/2014,1.74
27/11/2014,1.75
28/11/2014,1.67
29/11/2014,1.81
30/11/2014,1.76
01/12/2014,1.7
02/12/2014,1.75
03/12/2014,1.78
04/12/2014,1.85
05/12/2014,1.76
06/12/2014,1.83
07/12/2014,1.92
08/12/2014,2.02
09/12/2014,2.21
10/12/2014,2.35
11/12/2014,2.35
12/12/2014,2.52
13/12/2014,2.42
14/12/2014,2.37
15/12/2014,2.66
16/12/2014,2.68
17/12/2014,2.97
